meeting_id,city,meeting_date,duration,agenda_type,speaker_count,word_count
LongBeachCC_02162021,LongBeachCC,2021-02-16,13970.0,Agenda Item,6,32915
LongBeachCC_02092021,LongBeachCC,2021-02-09,9437.0,Agenda Item,7,23513
LongBeachCC_02022021,LongBeachCC,2021-02-02,12149.0,Resolution,8,29267
LongBeachCC_01222021,LongBeachCC,2021-01-22,811.0,Agenda Item,4,1483
LongBeachCC_01192021,LongBeachCC,2021-01-19,12240.0,Agenda Item,7,28475
LongBeachCC_01122021,LongBeachCC,2021-01-12,1862.0,Agenda Item,6,4371
LongBeachCC_01052021,LongBeachCC,2021-01-05,10798.0,Ordinance,9,26229
LongBeachCC_12152020,LongBeachCC,2020-12-15,12587.0,ABC License,6,29337
LongBeachCC_12082020,LongBeachCC,2020-12-08,29689.0,Contract,7,75756
LongBeachCC_11172020,LongBeachCC,2020-11-17,17411.0,Contract,6,39627
LongBeachCC_11022020,LongBeachCC,2020-11-02,1801.0,Emergency Ordinance,6,4083
LongBeachCC_10202020,LongBeachCC,2020-10-20,11219.0,Contract,8,27815
LongBeachCC_10132020,LongBeachCC,2020-10-13,3216.0,Agenda Item,6,7664
LongBeachCC_10062020,LongBeachCC,2020-10-06,1985.0,Contract,6,3497
LongBeachCC_09152020,LongBeachCC,2020-09-15,13052.0,Appointment,9,31329
LongBeachCC_09082020,LongBeachCC,2020-09-08,15139.0,Agenda Item,8,35572
LongBeachCC_09012020,LongBeachCC,2020-09-01,7729.0,Resolution,6,18297
LongBeachCC_08252020,LongBeachCC,2020-08-25,13774.0,Ordinance,10,32261
LongBeachCC_08182020,LongBeachCC,2020-08-18,3144.0,Agenda Item,6,7043
LongBeachCC_08112020,LongBeachCC,2020-08-11,22905.0,Agenda Item,10,58214
LongBeachCC_08042020,LongBeachCC,2020-08-04,18342.0,Contract,8,44380
LongBeachCC_07142020,LongBeachCC,2020-07-14,24912.0,Agenda Item,10,62374
LongBeachCC_07072020,LongBeachCC,2020-07-07,13571.0,Ordinance,6,33763
LongBeachCC_06232020,LongBeachCC,2020-06-23,14682.0,Ordinance,8,37547
LongBeachCC_06162020,LongBeachCC,2020-06-16,13757.0,Agenda Item,7,34442
LongBeachCC_06092020,LongBeachCC,2020-06-09,17109.0,Ordinance,8,42574
LongBeachCC_05192020,LongBeachCC,2020-05-19,20851.0,Agenda Item,7,52163
LongBeachCC_05122020,LongBeachCC,2020-05-12,7396.0,Contract,7,17295
LongBeachCC_05052020,LongBeachCC,2020-05-05,17319.0,Contract,7,46532
LongBeachCC_04212020,LongBeachCC,2020-04-21,9464.0,Resolution,4,23234
LongBeachCC_04142020,LongBeachCC,2020-04-14,11442.0,Resolution,6,26818
LongBeachCC_03242020,LongBeachCC,2020-03-24,1221.0,Resolution,5,2554
LongBeachCC_03172020,LongBeachCC,2020-03-17,10240.0,Agenda Item,6,25435
LongBeachCC_03102020,LongBeachCC,2020-03-10,8483.0,ABC License,11,20235
LongBeachCC_02182020,LongBeachCC,2020-02-18,10397.0,Resolution,10,26037
LongBeachCC_02112020,LongBeachCC,2020-02-11,7757.0,Agenda Item,11,20230
LongBeachCC_02042020,LongBeachCC,2020-02-04,6450.0,Agenda Item,10,15921
LongBeachCC_01212020,LongBeachCC,2020-01-21,29191.0,Contract,14,72133
LongBeachCC_01142020,LongBeachCC,2020-01-14,528.0,Agenda Item,6,954
LongBeachCC_01072020,LongBeachCC,2020-01-07,19990.0,Public Hearing,17,50931
LongBeachCC_12172019,LongBeachCC,2019-12-17,5459.0,Appointment,10,13070
LongBeachCC_12102019,LongBeachCC,2019-12-10,11582.0,Emergency Ordinance,11,27580
LongBeachCC_12032019,LongBeachCC,2019-12-03,19193.0,Resolution,15,47935
LongBeachCC_11192019,LongBeachCC,2019-11-19,8501.0,Resolution,11,20857
LongBeachCC_11122019,LongBeachCC,2019-11-12,15708.0,Agenda Item,13,39145
LongBeachCC_11052019,LongBeachCC,2019-11-05,14786.0,Public Hearing,16,38032
LongBeachCC_10222019,LongBeachCC,2019-10-22,12930.0,Agenda Item,13,33618
LongBeachCC_10152019,LongBeachCC,2019-10-15,14313.0,Agenda Item,16,37415
LongBeachCC_10082019,LongBeachCC,2019-10-08,9251.0,Contract,10,23852
LongBeachCC_10012019,LongBeachCC,2019-10-01,18206.0,Public Hearing,12,47791
LongBeachCC_09172019,LongBeachCC,2019-09-17,11490.0,Resolution,12,29066
LongBeachCC_09102019,LongBeachCC,2019-09-10,5161.0,Public Hearing,11,12217
LongBeachCC_09032019,LongBeachCC,2019-09-03,23418.0,Public Hearing,14,61365
LongBeachCC_08202019,LongBeachCC,2019-08-20,21989.0,Appointment,12,60240
LongBeachCC_08132019,LongBeachCC,2019-08-13,17688.0,Public Hearing,13,46482
LongBeachCC_08062019,LongBeachCC,2019-08-06,1092.0,Appointment,8,2537
LongBeachCC_07232019,LongBeachCC,2019-07-23,9924.0,Agenda Item,14,23298
LongBeachCC_07162019,LongBeachCC,2019-07-16,12526.0,Public Hearing,13,32640
LongBeachCC_07092019,LongBeachCC,2019-07-09,7295.0,Resolution,12,18929
LongBeachCC_07022019,LongBeachCC,2019-07-02,13912.0,Agenda Item,15,37734
LongBeachCC_06182019,LongBeachCC,2019-06-18,8391.0,Agenda Item,12,21294
LongBeachCC_06112019,LongBeachCC,2019-06-11,15406.0,Agenda Item,12,38616
LongBeachCC_05212019,LongBeachCC,2019-05-21,14838.0,Agenda Item,16,32978
LongBeachCC_05142019,LongBeachCC,2019-05-14,15275.0,Resolution,13,42401
LongBeachCC_05072019,LongBeachCC,2019-05-07,14392.0,Ordinance,12,38380
LongBeachCC_04232019,LongBeachCC,2019-04-23,12881.0,Agenda Item,13,31539
LongBeachCC_04162019,LongBeachCC,2019-04-16,14495.0,ABC License,14,38614
LongBeachCC_04092019,LongBeachCC,2019-04-09,12928.0,Agenda Item,13,33715
LongBeachCC_04022019,LongBeachCC,2019-04-02,24482.0,Contract,16,69521
LongBeachCC_03192019,LongBeachCC,2019-03-19,14812.0,Agenda Item,14,38927
LongBeachCC_03122019,LongBeachCC,2019-03-12,11093.0,Public Hearing,13,29575
LongBeachCC_03052019,LongBeachCC,2019-03-05,10306.0,Resolution,12,27095
LongBeachCC_02192019,LongBeachCC,2019-02-19,12763.0,Public Hearing,14,34511
LongBeachCC_02122019,LongBeachCC,2019-02-12,3176.0,Agenda Item,10,7826
LongBeachCC_02052019,LongBeachCC,2019-02-05,16515.0,Public Hearing,14,44573
LongBeachCC_01222019,LongBeachCC,2019-01-22,13845.0,Agenda Item,14,36339
LongBeachCC_01152019,LongBeachCC,2019-01-15,904.0,Contract,11,1972
LongBeachCC_01082019,LongBeachCC,2019-01-08,3796.0,Resolution,11,10208
LongBeachCC_12182018,LongBeachCC,2018-12-18,5270.0,Ordinance,10,13734
LongBeachCC_12112018,LongBeachCC,2018-12-11,18372.0,Agenda Item,13,48630
LongBeachCC_12042018,LongBeachCC,2018-12-04,21706.0,Contract,17,56407
LongBeachCC_11202018,LongBeachCC,2018-11-20,5640.0,Agenda Item,9,14479
LongBeachCC_11132018,LongBeachCC,2018-11-13,13874.0,Resolution,12,35879
LongBeachCC_10232018,LongBeachCC,2018-10-23,16538.0,Ordinance,15,43245
LongBeachCC_10092018,LongBeachCC,2018-10-09,13482.0,Ordinance,12,34947
LongBeachCC_10022018,LongBeachCC,2018-10-02,17512.0,Resolution,19,45599
LongBeachCC_09182018,LongBeachCC,2018-09-18,13002.0,Public Hearing,11,34729
LongBeachCC_09112018,LongBeachCC,2018-09-11,7093.0,Agenda Item,9,17278
LongBeachCC_09042018,LongBeachCC,2018-09-04,31320.0,Agenda Item,12,81873
LongBeachCC_08212018,LongBeachCC,2018-08-21,25758.0,Public Hearing,11,72542
LongBeachCC_08142018,LongBeachCC,2018-08-14,25826.0,Agenda Item,12,71158
LongBeachCC_08072018,LongBeachCC,2018-08-07,15484.0,Public Hearing,10,40437
LongBeachCC_07242018,LongBeachCC,2018-07-24,20743.0,Resolution,13,55919
LongBeachCC_07172018,LongBeachCC,2018-07-17,2200.0,Contract,7,5406
LongBeachCC_07102018,LongBeachCC,2018-07-10,8563.0,Agenda Item,11,20612
LongBeachCC_06192018,LongBeachCC,2018-06-19,26421.0,Contract,13,70300
LongBeachCC_06122018,LongBeachCC,2018-06-12,12067.0,Ordinance,11,31829
LongBeachCC_05222018,LongBeachCC,2018-05-22,8638.0,Contract,12,20864
LongBeachCC_05152018,LongBeachCC,2018-05-15,7957.0,Appointment,10,19811
LongBeachCC_05082018,LongBeachCC,2018-05-08,4060.0,Agenda Item,9,9745
LongBeachCC_05012018,LongBeachCC,2018-05-01,3385.0,Ordinance,8,8454
LongBeachCC_04172018,LongBeachCC,2018-04-17,20359.0,Ordinance,10,53618
LongBeachCC_04032018,LongBeachCC,2018-04-03,6540.0,Ordinance,5,15925
LongBeachCC_03202018,LongBeachCC,2018-03-20,26223.0,Resolution,16,67756
LongBeachCC_03132018,LongBeachCC,2018-03-13,26778.0,Resolution,10,69147
LongBeachCC_03062018,LongBeachCC,2018-03-06,25963.0,Public Hearing,12,70220
LongBeachCC_02202018,LongBeachCC,2018-02-20,24171.0,Public Hearing,9,65245
LongBeachCC_02132018,LongBeachCC,2018-02-13,5537.0,Ordinance,6,14098
LongBeachCC_02062018,LongBeachCC,2018-02-06,11463.0,Contract,12,31720
LongBeachCC_01232018,LongBeachCC,2018-01-23,4285.0,ABC License,9,11240
LongBeachCC_01162018,LongBeachCC,2018-01-16,23923.0,Resolution,11,60027
LongBeachCC_01092018,LongBeachCC,2018-01-09,3257.0,Resolution,7,8661
LongBeachCC_12192017,LongBeachCC,2017-12-19,10174.0,Public Hearing,10,26701
LongBeachCC_12122017,LongBeachCC,2017-12-12,15751.0,Resolution,11,40497
LongBeachCC_12052017,LongBeachCC,2017-12-05,16453.0,Resolution,11,43710
LongBeachCC_11142017,LongBeachCC,2017-11-14,19119.0,Resolution,14,50606
LongBeachCC_11072017,LongBeachCC,2017-11-07,10812.0,Resolution,7,29084
LongBeachCC_10242017,LongBeachCC,2017-10-24,7490.0,Resolution,16,18735
LongBeachCC_10172017,LongBeachCC,2017-10-17,19450.0,Resolution,12,52342
LongBeachCC_10102017,LongBeachCC,2017-10-10,20592.0,Resolution,11,53948
LongBeachCC_10032017,LongBeachCC,2017-10-03,12284.0,Ordinance,9,32300
LongBeachCC_09192017,LongBeachCC,2017-09-19,29344.0,Resolution,15,74587
LongBeachCC_09122017,LongBeachCC,2017-09-12,6878.0,Contract,9,18526
LongBeachCC_09052017,LongBeachCC,2017-09-05,9413.0,Public Hearing,7,24067
LongBeachCC_08222017,LongBeachCC,2017-08-22,14947.0,Public Hearing,13,39875
LongBeachCC_08152017,LongBeachCC,2017-08-15,18074.0,Agenda Item,9,48506
LongBeachCC_08082017,LongBeachCC,2017-08-08,22128.0,Contract,12,58900
LongBeachCC_07182017,LongBeachCC,2017-07-18,18331.0,Appointment,13,47560
LongBeachCC_07112017,LongBeachCC,2017-07-11,11588.0,Contract,12,31760
LongBeachCC_06202017,LongBeachCC,2017-06-20,17956.0,Agenda Item,13,47776
LongBeachCC_06132017,LongBeachCC,2017-06-13,12765.0,Resolution,9,33525
LongBeachCC_06062017,LongBeachCC,2017-06-06,5036.0,Resolution,9,13539
LongBeachCC_05232017,LongBeachCC,2017-05-23,26078.0,Agenda Item,13,69168
LongBeachCC_05162017,LongBeachCC,2017-05-16,21609.0,Agenda Item,11,56164
LongBeachCC_05092017,LongBeachCC,2017-05-09,12601.0,Resolution,10,30267
LongBeachCC_05022017,LongBeachCC,2017-05-02,19316.0,Contract,11,50515
LongBeachCC_04182017,LongBeachCC,2017-04-18,18164.0,Agenda Item,13,47358
LongBeachCC_04112017,LongBeachCC,2017-04-11,4362.0,Ordinance,10,9232
LongBeachCC_04042017,LongBeachCC,2017-04-04,13230.0,Resolution,10,35287
LongBeachCC_03212017,LongBeachCC,2017-03-21,15360.0,Ordinance,13,39107
LongBeachCC_03142017,LongBeachCC,2017-03-14,3863.0,Resolution,10,10309
LongBeachCC_03072017,LongBeachCC,2017-03-07,10282.0,Ordinance,11,28034
LongBeachCC_02212017,LongBeachCC,2017-02-21,19862.0,Contract,14,51309
LongBeachCC_02142017,LongBeachCC,2017-02-14,10505.0,Agenda Item,13,25661
LongBeachCC_02072017,LongBeachCC,2017-02-07,22650.0,Agenda Item,15,57585
LongBeachCC_01242017,LongBeachCC,2017-01-24,17036.0,Agenda Item,13,44600
LongBeachCC_01172017,LongBeachCC,2017-01-17,8979.0,Agenda Item,12,23273
LongBeachCC_01102017,LongBeachCC,2017-01-10,1515.0,Contract,6,3700
LongBeachCC_12202016,LongBeachCC,2016-12-20,21156.0,Contract,11,58262
LongBeachCC_12132016,LongBeachCC,2016-12-13,17831.0,Contract,15,43532
LongBeachCC_12062016,LongBeachCC,2016-12-06,15680.0,Contract,12,40970
LongBeachCC_11222016,LongBeachCC,2016-11-22,9659.0,Public Hearing,10,24130
LongBeachCC_11152016,LongBeachCC,2016-11-15,10066.0,Ordinance,12,25266
LongBeachCC_11012016,LongBeachCC,2016-11-01,10977.0,Contract,12,27346
LongBeachCC_10182016,LongBeachCC,2016-10-18,6917.0,Agenda Item,10,16220
LongBeachCC_10112016,LongBeachCC,2016-10-11,11126.0,Resolution,10,28911
LongBeachCC_10042016,LongBeachCC,2016-10-04,23610.0,Agenda Item,13,63353
LongBeachCC_09202016,LongBeachCC,2016-09-20,12848.0,Agenda Item,10,32946
LongBeachCC_09132016,LongBeachCC,2016-09-13,14786.0,Agenda Item,13,36215
LongBeachCC_09062016,LongBeachCC,2016-09-06,16112.0,Agenda Item,12,41289
LongBeachCC_08232016,LongBeachCC,2016-08-23,10681.0,Agenda Item,12,27506
LongBeachCC_08162016,LongBeachCC,2016-08-16,13388.0,Agenda Item,14,35441
LongBeachCC_08092016,LongBeachCC,2016-08-09,18622.0,Agenda Item,13,49690
LongBeachCC_08022016,LongBeachCC,2016-08-02,14904.0,Appointment,12,39137
LongBeachCC_07192016,LongBeachCC,2016-07-19,11479.0,Agenda Item,13,27293
LongBeachCC_07122016,LongBeachCC,2016-07-12,16589.0,Contract,18,40946
LongBeachCC_07052016,LongBeachCC,2016-07-05,12729.0,Agenda Item,13,32899
LongBeachCC_06212016,LongBeachCC,2016-06-21,18524.0,Contract,14,44843
LongBeachCC_06142016,LongBeachCC,2016-06-14,11838.0,Agenda Item,11,30833
LongBeachCC_05242016,LongBeachCC,2016-05-24,18422.0,Agenda Item,14,45032
LongBeachCC_05172016,LongBeachCC,2016-05-17,17272.0,Agenda Item,11,34007
LongBeachCC_05102016,LongBeachCC,2016-05-10,12960.0,Public Hearing,12,32242
LongBeachCC_05032016,LongBeachCC,2016-05-03,15462.0,Agenda Item,10,37149
LongBeachCC_04202016,LongBeachCC,2016-04-20,1388.0,Resolution,7,3183
LongBeachCC_04192016,LongBeachCC,2016-04-19,9703.0,Agenda Item,11,23109
LongBeachCC_04052016,LongBeachCC,2016-04-05,6396.0,Resolution,9,15864
LongBeachCC_03222016,LongBeachCC,2016-03-22,13440.0,Agenda Item,12,31136
LongBeachCC_03082016,LongBeachCC,2016-03-08,11888.0,Agenda Item,10,30056
LongBeachCC_03012016,LongBeachCC,2016-03-01,9146.0,Contract,12,22017
LongBeachCC_02232016,LongBeachCC,2016-02-23,4722.0,Agenda Item,8,11696
LongBeachCC_02162016,LongBeachCC,2016-02-16,11672.0,Agenda Item,12,30049
LongBeachCC_02092016,LongBeachCC,2016-02-09,4836.0,Agenda Item,12,11767
LongBeachCC_02022016,LongBeachCC,2016-02-02,10721.0,Agenda Item,12,25363
LongBeachCC_01262016,LongBeachCC,2016-01-26,12518.0,Agenda Item,12,32721
LongBeachCC_01192016,LongBeachCC,2016-01-19,28202.0,Agenda Item,19,70430
LongBeachCC_01052016,LongBeachCC,2016-01-05,9942.0,Resolution,10,25266
LongBeachCC_12222015,LongBeachCC,2015-12-22,10142.0,Agenda Item,12,26409
LongBeachCC_12152015,LongBeachCC,2015-12-15,18678.0,Ordinance,14,46978
LongBeachCC_12082015,LongBeachCC,2015-12-08,21875.0,Agenda Item,15,53369
LongBeachCC_12012015,LongBeachCC,2015-12-01,19643.0,Public Hearing,16,48937
LongBeachCC_11172015,LongBeachCC,2015-11-17,16069.0,Agenda Item,14,39325
LongBeachCC_11102015,LongBeachCC,2015-11-10,20468.0,Agenda Item,17,49605
LongBeachCC_11032015,LongBeachCC,2015-11-03,6727.0,Contract,9,16283
LongBeachCC_10202015,LongBeachCC,2015-10-20,11900.0,Agenda Item,13,28387
LongBeachCC_10132015,LongBeachCC,2015-10-13,9014.0,Agenda Item,10,22145
LongBeachCC_10062015,LongBeachCC,2015-10-06,14578.0,Resolution,13,37564
LongBeachCC_09222015,LongBeachCC,2015-09-22,18188.0,Resolution,13,44376
LongBeachCC_09152015,LongBeachCC,2015-09-15,11437.0,Agenda Item,11,28568
LongBeachCC_09082015,LongBeachCC,2015-09-08,9428.0,Resolution,11,21999
LongBeachCC_09012015,LongBeachCC,2015-09-01,22874.0,Emergency Ordinance,12,59343
LongBeachCC_08182015,LongBeachCC,2015-08-18,18078.0,Agenda Item,14,46337
LongBeachCC_08112015,LongBeachCC,2015-08-11,26908.0,Resolution,17,66455
LongBeachCC_07212015,LongBeachCC,2015-07-21,16252.0,Resolution,13,41775
LongBeachCC_07142015,LongBeachCC,2015-07-14,16670.0,Resolution,16,40735
LongBeachCC_07072015,LongBeachCC,2015-07-07,14608.0,Ordinance,14,35249
LongBeachCC_06232015,LongBeachCC,2015-06-23,16282.0,Agenda Item,17,41603
LongBeachCC_06162015,LongBeachCC,2015-06-16,8886.0,Resolution,8,23828
LongBeachCC_06092015,LongBeachCC,2015-06-09,10914.0,Ordinance,14,28013
LongBeachCC_06022015,LongBeachCC,2015-06-02,18695.0,Resolution,13,48151
LongBeachCC_05192015,LongBeachCC,2015-05-19,9109.0,Agenda Item,13,24353
LongBeachCC_05122015,LongBeachCC,2015-05-12,9316.0,Public Hearing,12,23634
LongBeachCC_05052015,LongBeachCC,2015-05-05,6383.0,Resolution,10,14516
LongBeachCC_04212015,LongBeachCC,2015-04-21,14182.0,Agenda Item,10,32823
LongBeachCC_04072015,LongBeachCC,2015-04-07,14572.0,Contract,16,37997
LongBeachCC_03242015,LongBeachCC,2015-03-24,12857.0,Public Hearing,13,32083
LongBeachCC_03172015,LongBeachCC,2015-03-17,12618.0,Public Hearing,14,31753
LongBeachCC_03102015,LongBeachCC,2015-03-10,12110.0,Agenda Item,13,29520
LongBeachCC_03032015,LongBeachCC,2015-03-03,14229.0,Resolution,14,36548
LongBeachCC_02172015,LongBeachCC,2015-02-17,8303.0,Appointment,10,22102
LongBeachCC_02102015,LongBeachCC,2015-02-10,4541.0,Contract,8,11302
LongBeachCC_02032015,LongBeachCC,2015-02-03,13895.0,Ordinance,15,34981
LongBeachCC_01202015,LongBeachCC,2015-01-20,8543.0,Agenda Item,9,19752
LongBeachCC_01132015,LongBeachCC,2015-01-13,1971.0,Appointment,7,4484
LongBeachCC_01062015,LongBeachCC,2015-01-06,10965.0,Ordinance,15,27551
LongBeachCC_12162014,LongBeachCC,2014-12-16,14810.0,Agenda Item,12,39291
LongBeachCC_12092014,LongBeachCC,2014-12-09,17148.0,Contract,13,42131
LongBeachCC_12022014,LongBeachCC,2014-12-02,19977.0,Resolution,14,53587
LongBeachCC_11182014,LongBeachCC,2014-11-18,17890.0,Public Hearing,13,46106
LongBeachCC_11112014,LongBeachCC,2014-11-11,16253.0,Agenda Item,15,43398
LongBeachCC_10212014,LongBeachCC,2014-10-21,23611.0,Ordinance,13,45034
LongBeachCC_10142014,LongBeachCC,2014-10-14,8148.0,Agenda Item,11,20616
LongBeachCC_10072014,LongBeachCC,2014-10-07,6924.0,Agenda Item,9,17392
LongBeachCC_09232014,LongBeachCC,2014-09-23,6737.0,Public Hearing,8,17255
LongBeachCC_09162014,LongBeachCC,2014-09-16,6854.0,Resolution,11,17054
LongBeachCC_09092014,LongBeachCC,2014-09-09,7463.0,Appointment,11,19693
LongBeachCC_09022014,LongBeachCC,2014-09-02,11608.0,Agenda Item,11,29462
LongBeachCC_08192014,LongBeachCC,2014-08-19,21816.0,Resolution,15,53680
LongBeachCC_08122014,LongBeachCC,2014-08-12,17254.0,Agenda Item,15,45715
LongBeachCC_08052014,LongBeachCC,2014-08-05,10215.0,Agenda Item,10,26648
LongBeachCC_07222014,LongBeachCC,2014-07-22,13321.0,Agenda Item,7,34888
LongBeachCC_07012014,LongBeachCC,2014-07-01,10901.0,Contract,9,26859
LongBeachCC_06172014,LongBeachCC,2014-06-17,3137.0,Contract,8,7356
LongBeachCC_06102014,LongBeachCC,2014-06-10,7519.0,Ordinance,8,16080
LongBeachCC_05202014,LongBeachCC,2014-05-20,7270.0,Appointment,13,17755
LongBeachCC_05132014,LongBeachCC,2014-05-13,7325.0,Agenda Item,15,18285
LongBeachCC_05062014,LongBeachCC,2014-05-06,13063.0,Contract,13,32227
LongBeachCC_04222014,LongBeachCC,2014-04-22,5756.0,Contract,11,15027
LongBeachCC_04152014,LongBeachCC,2014-04-15,11216.0,Agenda Item,10,27645
LongBeachCC_04012014,LongBeachCC,2014-04-01,8171.0,Resolution,13,17410
LongBeachCC_03182014,LongBeachCC,2014-03-18,3916.0,Contract,10,8734
LongBeachCC_03112014,LongBeachCC,2014-03-11,5731.0,Public Hearing,8,13227
LongBeachCC_03042014,LongBeachCC,2014-03-04,14690.0,Ordinance,12,37975
LongBeachCC_02182014,LongBeachCC,2014-02-18,14646.0,ABC License,13,38234
LongBeachCC_02112014,LongBeachCC,2014-02-11,13498.0,Public Hearing,13,34648
LongBeachCC_02042014,LongBeachCC,2014-02-04,8812.0,Resolution,11,22813
LongBeachCC_01212014,LongBeachCC,2014-01-21,5612.0,Public Hearing,12,13006
LongBeachCC_01142014,LongBeachCC,2014-01-14,5567.0,Agenda Item,10,11906
LongBeachCC_01072014,LongBeachCC,2014-01-07,21448.0,Resolution,12,55875
SeattleCityCouncil_12142015,SeattleCityCouncil,2015-12-14,12436.0,Ordinance (Ord),10,31818
SeattleCityCouncil_12072015,SeattleCityCouncil,2015-12-07,4853.0,Ordinance (Ord),6,12008
SeattleCityCouncil_11162015,SeattleCityCouncil,2015-11-16,910.0,Ordinance (Ord),9,2073
SeattleCityCouncil_11092015,SeattleCityCouncil,2015-11-09,4302.0,Ordinance (Ord),8,11015
SeattleCityCouncil_10262015,SeattleCityCouncil,2015-10-26,1417.0,Resolution (Res),4,3493
SeattleCityCouncil_10192015,SeattleCityCouncil,2015-10-19,3006.0,Resolution (Res),8,7207
SeattleCityCouncil_10122015,SeattleCityCouncil,2015-10-12,3686.0,Resolution (Res),9,8232
SeattleCityCouncil_09282015,SeattleCityCouncil,2015-09-28,6308.0,Resolution (Res),8,14401
SeattleCityCouncil_09212015,SeattleCityCouncil,2015-09-21,6427.0,Ordinance (Ord),9,15345
SeattleCityCouncil_09142015,SeattleCityCouncil,2015-09-14,2800.0,Ordinance (Ord),10,7078
SeattleCityCouncil_09082015,SeattleCityCouncil,2015-09-08,5984.0,Ordinance (Ord),8,13873
SeattleCityCouncil_08172015,SeattleCityCouncil,2015-08-17,5855.0,Resolution (Res),11,13950
SeattleCityCouncil_08102015,SeattleCityCouncil,2015-08-10,6310.0,Ordinance (Ord),10,15483
